index,type,name,resident,streamed,parentStack
470,material,vdd/gfx_decal_bullet_glass_01,608,0,|impacts/fx_bul_impact_glass_uw_lg|fx|impacts/fx_bul_impact_glass_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
471,image,i_t7_decal_damage_glass_bullet_hit_02_n,296,393216,|vdd/gfx_decal_bullet_glass_02|material|impacts/fx_bul_impact_glass_uw_lg|fx|impacts/fx_bul_impact_glass_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
472,image,i_t7_decal_damage_glass_bullet_hit_02_c,296,393216,|vdd/gfx_decal_bullet_glass_02|material|impacts/fx_bul_impact_glass_uw_lg|fx|impacts/fx_bul_impact_glass_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
473,material,gfx_decal_bullet_glass_02,768,0,|impacts/fx_bul_impact_glass_uw_lg|fx|impacts/fx_bul_impact_glass_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
474,material,vd/gfx_decal_bullet_glass_02,608,0,|impacts/fx_bul_impact_glass_uw_lg|fx|impacts/fx_bul_impact_glass_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
475,material,vdd/gfx_decal_bullet_glass_02,608,0,|impacts/fx_bul_impact_glass_uw_lg|fx|impacts/fx_bul_impact_glass_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
476,image,i_t7_decal_damage_glass_bullet_hit_03_n,296,393216,|vdd/gfx_decal_bullet_glass_03|material|impacts/fx_bul_impact_glass_uw_lg|fx|impacts/fx_bul_impact_glass_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
477,image,i_t7_decal_damage_glass_bullet_hit_03_c,296,393216,|vdd/gfx_decal_bullet_glass_03|material|impacts/fx_bul_impact_glass_uw_lg|fx|impacts/fx_bul_impact_glass_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
478,material,gfx_decal_bullet_glass_03,768,0,|impacts/fx_bul_impact_glass_uw_lg|fx|impacts/fx_bul_impact_glass_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
479,material,vd/gfx_decal_bullet_glass_03,608,0,|impacts/fx_bul_impact_glass_uw_lg|fx|impacts/fx_bul_impact_glass_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
480,material,vdd/gfx_decal_bullet_glass_03,608,0,|impacts/fx_bul_impact_glass_uw_lg|fx|impacts/fx_bul_impact_glass_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
481,material,gfx_decal_bullet_glass_01|dup,96,0,|impacts/fx_bul_impact_glass_uw_sm|fx|impacts/fx_bul_impact_glass_sm|fx|surface_enter_bullet_small|surfacefxtable|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
482,material,vd/gfx_decal_bullet_glass_01|dup,104,0,|impacts/fx_bul_impact_glass_uw_sm|fx|impacts/fx_bul_impact_glass_sm|fx|surface_enter_bullet_small|surfacefxtable|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
483,material,vdd/gfx_decal_bullet_glass_01|dup,104,0,|impacts/fx_bul_impact_glass_uw_sm|fx|impacts/fx_bul_impact_glass_sm|fx|surface_enter_bullet_small|surfacefxtable|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
484,material,gfx_decal_bullet_glass_02|dup,96,0,|impacts/fx_bul_impact_glass_uw_sm|fx|impacts/fx_bul_impact_glass_sm|fx|surface_enter_bullet_small|surfacefxtable|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
485,material,vd/gfx_decal_bullet_glass_02|dup,104,0,|impacts/fx_bul_impact_glass_uw_sm|fx|impacts/fx_bul_impact_glass_sm|fx|surface_enter_bullet_small|surfacefxtable|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
486,material,vdd/gfx_decal_bullet_glass_02|dup,104,0,|impacts/fx_bul_impact_glass_uw_sm|fx|impacts/fx_bul_impact_glass_sm|fx|surface_enter_bullet_small|surfacefxtable|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
487,material,gfx_decal_bullet_glass_03|dup,96,0,|impacts/fx_bul_impact_glass_uw_sm|fx|impacts/fx_bul_impact_glass_sm|fx|surface_enter_bullet_small|surfacefxtable|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
488,material,vd/gfx_decal_bullet_glass_03|dup,104,0,|impacts/fx_bul_impact_glass_uw_sm|fx|impacts/fx_bul_impact_glass_sm|fx|surface_enter_bullet_small|surfacefxtable|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
489,material,vdd/gfx_decal_bullet_glass_03|dup,104,0,|impacts/fx_bul_impact_glass_uw_sm|fx|impacts/fx_bul_impact_glass_sm|fx|surface_enter_bullet_small|surfacefxtable|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
490,fx,impacts/fx_bul_impact_glass_uw_sm,25400,0,|impacts/fx_bul_impact_glass_sm|fx|surface_enter_bullet_small|surfacefxtable|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
491,fx,impacts/fx_bul_impact_glass_sm,22816,0,|surface_enter_bullet_small|surfacefxtable|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
492,physpreset,brick,6,0,|fx_debris_stone_01|xmodel|impacts/fx_bul_impact_gravel_uw_lg|fx|impacts/fx_bul_impact_gravel_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
493,image,fx_dest_atlas_c,88,218440,|mc/mtl_fx_dest_atlas|material|fx_debris_stone_01|xmodel|impacts/fx_bul_impact_gravel_uw_lg|fx|impacts/fx_bul_impact_gravel_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
494,material,mc/mtl_fx_dest_atlas,1250,0,|fx_debris_stone_01|xmodel|impacts/fx_bul_impact_gravel_uw_lg|fx|impacts/fx_bul_impact_gravel_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
495,xmodelmesh,fx_debris_stone_015d703f68,1864,0,|fx_debris_stone_01|xmodel|impacts/fx_bul_impact_gravel_uw_lg|fx|impacts/fx_bul_impact_gravel_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
496,xmodel,fx_debris_stone_01,144,0,|impacts/fx_bul_impact_gravel_uw_lg|fx|impacts/fx_bul_impact_gravel_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
497,fx,impacts/fx_bul_impact_gravel_uw_sm,21496,0,|impacts/fx_bul_impact_gravel_sm|fx|surface_enter_bullet_small|surfacefxtable|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
498,fx,impacts/fx_bul_impact_gravel_sm,18592,0,|surface_enter_bullet_small|surfacefxtable|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
499,material,gfx_decal_bullet_metal_01,224,0,|impacts/fx_bul_impact_metal_uw_lg|fx|impacts/fx_bul_impact_thin_metal_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
500,material,vd/gfx_decal_bullet_metal_01,224,0,|impacts/fx_bul_impact_metal_uw_lg|fx|impacts/fx_bul_impact_thin_metal_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
501,material,vdd/gfx_decal_bullet_metal_01,224,0,|impacts/fx_bul_impact_metal_uw_lg|fx|impacts/fx_bul_impact_thin_metal_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
502,material,gfx_decal_bullet_metal_02,224,0,|impacts/fx_bul_impact_metal_uw_lg|fx|impacts/fx_bul_impact_thin_metal_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
503,material,vd/gfx_decal_bullet_metal_02,224,0,|impacts/fx_bul_impact_metal_uw_lg|fx|impacts/fx_bul_impact_thin_metal_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
504,material,vdd/gfx_decal_bullet_metal_02,224,0,|impacts/fx_bul_impact_metal_uw_lg|fx|impacts/fx_bul_impact_thin_metal_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
505,material,gfx_decal_bullet_metal_03,224,0,|impacts/fx_bul_impact_metal_uw_lg|fx|impacts/fx_bul_impact_thin_metal_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
506,material,vd/gfx_decal_bullet_metal_03,224,0,|impacts/fx_bul_impact_metal_uw_lg|fx|impacts/fx_bul_impact_thin_metal_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
507,material,vdd/gfx_decal_bullet_metal_03,224,0,|impacts/fx_bul_impact_metal_uw_lg|fx|impacts/fx_bul_impact_thin_metal_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
508,material,ei/gfx_spark_grind_anim_em,96,0,|skye_efx/t6_efx/fx_t6_raygun_mark2_impact_up|fx|t6_raygun_mark2_up_surface_impactfx|surfacefxtable|t6_raygun_mark2_up_impactfx|impactsfxtable|t6_mauser_c96_up|weapon|zone_source/zm_mod.zone|csv
509,material,ei/gfx_spark_single_em,88,0,|impacts/fx_bul_impact_boss_body_fatal_exit|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
510,material,ei/gfx_spark_blink_anim_em_i12000,104,0,|impacts/fx_bul_impact_thin_metal_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
511,lightdescription,new2116770908,14,0,|impacts/fx_bul_impact_metal_sm|fx|surface_enter_bullet_small|surfacefxtable|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
512,fx,impacts/fx_bul_impact_metal_spark_bounce,1659,0,|impacts/fx_bul_impact_thin_metal_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
513,lightdescription,new-1019677772,15,0,|impacts/fx_bul_impact_metal_uw_sm|fx|impacts/fx_bul_impact_thin_metal_sm|fx|surface_enter_bullet_small|surfacefxtable|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
514,fx,impacts/fx_bul_impact_metal_uw_sm,17976,0,|impacts/fx_bul_impact_thin_metal_sm|fx|surface_enter_bullet_small|surfacefxtable|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
515,fx,impacts/fx_bul_impact_metal_sm,26528,0,|surface_enter_bullet_small|surfacefxtable|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
516,material,ei/gfx_gel_splat_full_lit,64,0,|skye_efx/t6_efx/fx_t6_raygun_mark2_flesh_impact_up|fx|t6_raygun_mark2_up_entity_impactfx|entityfximpacts|t6_raygun_mark2_up_impactfx|impactsfxtable|t6_mauser_c96_up|weapon|zone_source/zm_mod.zone|csv
517,material,ei/gfx_gel_splat_lit,56,0,|impacts/fx_bul_impact_mud_sm|fx|surface_enter_bullet_small|surfacefxtable|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
518,material,ei/gfx_gel_splat_side_lit,64,0,|impacts/fx_bul_impact_boss_body_fatal_exit|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
519,fx,impacts/fx_bul_impact_mud_sm,19328,0,|surface_enter_bullet_small|surfacefxtable|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
520,material,ei/gfx_gib_concrete_02_em,96,0,|impacts/fx_bul_impact_sand_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
521,material,ei/gfx_gib_concrete_01_em,96,0,|impacts/fx_bul_impact_sand_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
522,material,ei/gfx_water_drip_lit,56,0,|impacts/fx_bul_impact_sand_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
523,fx,impacts/fx_bul_impact_sand_sm,14368,0,|surface_enter_bullet_small|surfacefxtable|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
524,fx,impacts/fx_bul_impact_snow_sm,12320,0,|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
525,material,gfx_decal_foam,176,0,|impacts/fx_bul_impact_water_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
526,material,vd/gfx_decal_foam,184,0,|impacts/fx_bul_impact_water_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
527,material,vdd/gfx_decal_foam,184,0,|impacts/fx_bul_impact_water_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
528,material,ei/gfx_gel_drops_full_lite_spec,2048,0,|impacts/fx_bul_impact_water_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
529,material,ei/gfx_water_ripple_anim_lit_nocull,72,0,|impacts/fx_bul_impact_water_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
530,image,fxt_water_splash_cone_anim_n,699149,0,|ei/gfx_water_splash_cone_anim_spec|material|impacts/fx_bul_impact_water_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
531,image,fxt_water_splash_cone_anim,699163,0,|ei/gfx_water_splash_cone_anim_spec|material|impacts/fx_bul_impact_water_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
532,material,ei/gfx_water_splash_cone_anim_spec,1936,0,|impacts/fx_bul_impact_water_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
533,material,ei/gfx_water_splash_spread_anim_lit,72,0,|impacts/fx_bul_impact_water_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
534,fx,impacts/fx_bul_impact_water_sm,13536,0,|surface_enter_bullet_small|surfacefxtable|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
535,material,gfx_decal_bullet_thin_metal_01,224,0,|impacts/fx_bul_impact_thin_metal_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
536,material,vd/gfx_decal_bullet_thin_metal_01,232,0,|impacts/fx_bul_impact_thin_metal_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
537,material,vdd/gfx_decal_bullet_thin_metal_01,232,0,|impacts/fx_bul_impact_thin_metal_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
538,lightdescription,new-611129556,14,0,|impacts/fx_bul_impact_thin_metal_sm|fx|surface_enter_bullet_small|surfacefxtable|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
539,fx,impacts/fx_bul_impact_thin_metal_sm,16506,0,|surface_enter_bullet_small|surfacefxtable|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
540,material,ei/gfx_gel_splat_spread_lit,64,0,|skye_efx/t6_efx/fx_t6_raygun_mark2_flesh_impact_up|fx|t6_raygun_mark2_up_entity_impactfx|entityfximpacts|t6_raygun_mark2_up_impactfx|impactsfxtable|t6_mauser_c96_up|weapon|zone_source/zm_mod.zone|csv
541,fx,impacts/fx_bul_impact_body_armor_lg,22312,0,|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
542,surfacefxtable,surface_enter_bullet_small,27,0,|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
543,material,ei/gfx_gel_drops_spec,93,0,|impacts/fx_bul_impact_armor_body_fatal_exit|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
544,material,ei/gfx_gel_splat_string_spec,96,0,|impacts/fx_bul_impact_blood_body_fatal_exit_uw|fx|impacts/fx_bul_impact_blood_body_fatal_exit|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
545,material,gfx_decal_blood_splatter_02,192,0,|impacts/fx_bul_impact_heavy_body_fatal_exit|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
546,material,vd/gfx_decal_blood_splatter_02,192,0,|impacts/fx_bul_impact_heavy_body_fatal_exit|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
547,material,vdd/gfx_decal_blood_splatter_02,192,0,|impacts/fx_bul_impact_heavy_body_fatal_exit|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
548,material,gfx_decal_blood_splatter_03,192,0,|impacts/fx_bul_impact_heavy_body_fatal_exit|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
549,material,vd/gfx_decal_blood_splatter_03,192,0,|impacts/fx_bul_impact_heavy_body_fatal_exit|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
550,material,vdd/gfx_decal_blood_splatter_03,192,0,|impacts/fx_bul_impact_heavy_body_fatal_exit|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
551,image,fxt_decal_blood_nonfatal_01_n,110,109240,|vdd/gfx_decal_blood_nonfatal_01|material|blood/fx_blood_sword_decal_impact_ground_zod_zmb|fx|impacts/fx_bul_impact_blood_body_fatal_exit_zmb|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
552,image,fxt_decal_blood_nonfatal_01,284,393216,|vdd/gfx_decal_blood_nonfatal_01|material|blood/fx_blood_sword_decal_impact_ground_zod_zmb|fx|impacts/fx_bul_impact_blood_body_fatal_exit_zmb|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
553,material,gfx_decal_blood_nonfatal_01,1246,0,|blood/fx_blood_sword_decal_impact_ground_zod_zmb|fx|impacts/fx_bul_impact_blood_body_fatal_exit_zmb|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
554,material,vd/gfx_decal_blood_nonfatal_01,576,0,|blood/fx_blood_sword_decal_impact_ground_zod_zmb|fx|impacts/fx_bul_impact_blood_body_fatal_exit_zmb|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
555,material,vdd/gfx_decal_blood_nonfatal_01,576,0,|blood/fx_blood_sword_decal_impact_ground_zod_zmb|fx|impacts/fx_bul_impact_blood_body_fatal_exit_zmb|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
556,image,fxt_decal_blood_nonfatal_02_n,286,131072,|vdd/gfx_decal_blood_nonfatal_02|material|blood/fx_blood_sword_decal_impact_ground_zod_zmb|fx|impacts/fx_bul_impact_blood_body_fatal_exit_zmb|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
557,image,fxt_decal_blood_nonfatal_02,284,393216,|vdd/gfx_decal_blood_nonfatal_02|material|blood/fx_blood_sword_decal_impact_ground_zod_zmb|fx|impacts/fx_bul_impact_blood_body_fatal_exit_zmb|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
558,material,gfx_decal_blood_nonfatal_02,742,0,|blood/fx_blood_sword_decal_impact_ground_zod_zmb|fx|impacts/fx_bul_impact_blood_body_fatal_exit_zmb|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
559,material,vd/gfx_decal_blood_nonfatal_02,576,0,|blood/fx_blood_sword_decal_impact_ground_zod_zmb|fx|impacts/fx_bul_impact_blood_body_fatal_exit_zmb|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
560,material,vdd/gfx_decal_blood_nonfatal_02,576,0,|blood/fx_blood_sword_decal_impact_ground_zod_zmb|fx|impacts/fx_bul_impact_blood_body_fatal_exit_zmb|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
561,material,gfx_decal_blood_nonfatal_01|dup,64,0,|blood/fx_blood_decal_impact_ground_sm|fx|impacts/fx_bul_impact_armor_body_fatal_exit|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
562,material,vd/gfx_decal_blood_nonfatal_01|dup,72,0,|blood/fx_blood_decal_impact_ground_sm|fx|impacts/fx_bul_impact_armor_body_fatal_exit|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
563,material,vdd/gfx_decal_blood_nonfatal_01|dup,72,0,|blood/fx_blood_decal_impact_ground_sm|fx|impacts/fx_bul_impact_armor_body_fatal_exit|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
564,material,gfx_decal_blood_nonfatal_02|dup,64,0,|blood/fx_blood_decal_impact_ground_sm|fx|impacts/fx_bul_impact_armor_body_fatal_exit|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
565,material,vd/gfx_decal_blood_nonfatal_02|dup,72,0,|blood/fx_blood_decal_impact_ground_sm|fx|impacts/fx_bul_impact_armor_body_fatal_exit|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
566,material,vdd/gfx_decal_blood_nonfatal_02|dup,72,0,|blood/fx_blood_decal_impact_ground_sm|fx|impacts/fx_bul_impact_armor_body_fatal_exit|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
567,fx,blood/fx_blood_decal_impact_ground_sm,2152,0,|impacts/fx_bul_impact_armor_body_fatal_exit|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
568,material,ei/gfx_smk_whisp_anim_02_lit,64,0,|impacts/fx_bul_impact_blood_body_fatal_exit_uw|fx|impacts/fx_bul_impact_blood_body_fatal_exit|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
569,fx,impacts/fx_bul_impact_blood_head_nonfatal_uw,13968,0,|impacts/fx_bul_impact_blood_head_nonfatal|fx|entity_enter_bullet_small|entityfximpacts|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
570,fx,impacts/fx_bul_impact_blood_head_nonfatal,9200,0,|entity_enter_bullet_small|entityfximpacts|bullet_small_enter|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
571,xmodel,p7_gib_chunk_meat_01,22,0,|impacts/fx_bul_impact_blood_head_fatal_exit|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
